Image,Class,Flag,Recaptured_Probability
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1333_1711003017_LD_22012034951522_2025-04-10R1042025085131.jpeg,not_recaptured,1,0.98633564
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1333_1711006070_WC_22012035116894_2025-04-10R1042025054320.jpeg,not_recaptured,1,0.97292185
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1334_1701005068_WC_22012035254784_2025-04-10R1042025113747.jpeg,not_recaptured,1,0.89864117
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1334_1701006043_WC_22012035228274_2025-04-10R1042025013920.jpeg,not_recaptured,1,0.9914479
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1334_1706009055_WC_22012035239815_2025-04-10R1042025062128.jpeg,not_recaptured,1,0.97557825
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1335_1701005068_WC_22012035254784_2025-04-10R1042025113753.jpeg,recaptured,0,0.25944445
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1335_1701006043_WC_22012035228274_2025-04-10R1042025013946.jpeg,not_recaptured,1,0.99435246
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1335_1701007008_WC_22012035225389_2025-04-10R1042025053955.jpeg,not_recaptured,1,0.96519256
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1335_1711003017_LD_22012034951522_2025-04-10R1042025085208.jpeg,not_recaptured,1,0.9891902
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1336_1701005068_WC_22012035254784_2025-04-10R1042025113759.jpeg,not_recaptured,1,0.85824513
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1336_1701006043_WC_22012035228274_2025-04-10R1042025013953.jpeg,not_recaptured,1,0.94630086
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1336_1701007008_WC_22012035225389_2025-04-10R1042025054001.jpeg,not_recaptured,1,0.91225344
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1336_1711006070_WC_22012035116894_2025-04-10R1042025054342.jpeg,not_recaptured,1,0.97051954
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1337_1701003053_LD_22012034947505_2025-04-10R1042025060459.jpeg,not_recaptured,1,0.99782735
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1337_1701005068_WC_22012035254784_2025-04-10R1042025113805.jpeg,not_recaptured,1,0.9581684
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1337_1722002001_WC_22012035223097_2025-04-10R1042025090502.jpeg,not_recaptured,1,0.995274
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1338_1701003053_LD_22012034947505_2025-04-10R1042025060504.jpeg,not_recaptured,1,0.9956422
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1338_1701005068_WC_22012035254784_2025-04-10R1042025113828.jpeg,not_recaptured,0,0.5834885
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1338_1701006043_WC_22012035228274_2025-04-10R1042025014021.jpeg,not_recaptured,1,0.9943731
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1338_1711003049_LD_22012034948966_2025-04-10R1042025072042.jpeg,not_recaptured,1,0.95815504
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1339_1701003053_LD_22012034947505_2025-04-10R1042025060512.jpeg,not_recaptured,1,0.996603
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1339_1701005068_WC_22012035254784_2025-04-10R1042025113834.jpeg,recaptured,0,0.3412318
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1339_1701006043_WC_22012035228274_2025-04-10R1042025014032.jpeg,not_recaptured,1,0.9951552
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\133_1722002010_WC_22012035238057_2025-04-10R1042025061610.jpeg,recaptured,0,0.3478389
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1340_1701003053_LD_22012034947505_2025-04-10R1042025060516.jpeg,not_recaptured,1,0.9978948
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1340_1701005068_WC_22012035254784_2025-04-10R1042025113839.jpeg,not_recaptured,0,0.8397291
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1340_1701006043_WC_22012035228274_2025-04-10R1042025014043.jpeg,not_recaptured,1,0.9861463
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1340_1711003006_LD_22012034945660_2025-04-10R1042025091737.jpeg,not_recaptured,1,0.9983192
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1341_1701003053_LD_22012034947505_2025-04-10R1042025060520.jpeg,not_recaptured,1,0.9872147
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1341_1701005068_WC_22012035254784_2025-04-10R1042025113845.jpeg,recaptured,0,0.5003063
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1341_1701006043_WC_22012035228274_2025-04-10R1042025014059.jpeg,not_recaptured,1,0.9976157
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1341_1701007008_WC_22012035225390_2025-04-10R1042025060402.jpeg,not_recaptured,1,0.9771946
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1341_1711006063_WC_22012035026371_2025-04-10R1042025100024.jpeg,not_recaptured,1,0.9981653
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1341_1722012001_WC_22012035228925_2025-04-10R1042025120438.jpeg,not_recaptured,1,0.95570904
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1342_1701005068_WC_22012035254784_2025-04-10R1042025113851.jpeg,not_recaptured,0,0.6466258
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1342_1701006043_WC_22012035228274_2025-04-10R1042025014114.jpeg,not_recaptured,1,0.98641104
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1343_1701005068_WC_22012035254784_2025-04-10R1042025113857.jpeg,recaptured,0,0.117753595
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1343_1701006043_WC_22012035228274_2025-04-10R1042025014121.jpeg,not_recaptured,1,0.9939107
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1343_1701007008_WC_22012035225390_2025-04-10R1042025060350.jpeg,not_recaptured,1,0.9881386
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1343_1711003039_LD_22012034946044_2025-04-10R1042025082525.jpeg,not_recaptured,1,0.99697423
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1343_1711006063_WC_22012035026371_2025-04-10R1042025100039.jpeg,not_recaptured,1,0.9983746
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1343_1722012001_WC_22012035228925_2025-04-10R1042025120452.jpeg,not_recaptured,1,0.9510774
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1344_1701005068_WC_22012035255086_2025-04-10R1042025113902.jpeg,recaptured,0,0.082597665
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1344_1701006043_WC_22012035228274_2025-04-10R1042025014132.jpeg,not_recaptured,1,0.9684544
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1344_1711006063_WC_22012035026371_2025-04-10R1042025100048.jpeg,not_recaptured,1,0.99817204
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1345_1701005068_WC_22012035255086_2025-04-10R1042025113908.jpeg,not_recaptured,1,0.8846719
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1345_1701006043_WC_22012035228274_2025-04-10R1042025014142.jpeg,not_recaptured,0,0.6767904
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1345_1711003039_LD_22012034946045_2025-04-10R1042025082536.jpeg,not_recaptured,1,0.99693537
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1345_1722006010_WC_22012035238313_2025-04-10R1042025100434.jpeg,recaptured,0,0.036353372
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1346_1701005068_WC_22012035255086_2025-04-10R1042025113914.jpeg,not_recaptured,0,0.6365767
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1346_1701006043_WC_22012035228274_2025-04-10R1042025014153.jpeg,not_recaptured,1,0.98167247
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1346_1701007008_WC_22012035225390_2025-04-10R1042025060409.jpeg,not_recaptured,0,0.6551355
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1347_1701005068_WC_22012035255086_2025-04-10R1042025113920.jpeg,recaptured,0,0.075642705
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1347_1701007008_WC_22012035225390_2025-04-10R1042025060435.jpeg,not_recaptured,1,0.8730843
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1347_1711003039_LD_22012034946045_2025-04-10R1042025082550.jpeg,not_recaptured,1,0.9955739
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1347_1722006010_WC_22012035238313_2025-04-10R1042025100450.jpeg,recaptured,0,0.116498336
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1347_1722012001_WC_22012035228925_2025-04-10R1042025120530.jpeg,not_recaptured,0,0.83323693
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1347_1726004001_WH_22012034941827_2025-04-10R1042025035204.jpeg,not_recaptured,1,0.9748444
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1348_1701005068_WC_22012035255086_2025-04-10R1042025113933.jpeg,not_recaptured,0,0.8096563
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1348_1701006043_WC_22012035228274_2025-04-10R1042025014214.jpeg,not_recaptured,1,0.9959109
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1348_1701007008_WC_22012035225390_2025-04-10R1042025060445.jpeg,not_recaptured,1,0.94227785
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1349_1701003053_LD_22012034947506_2025-04-10R1042025061354.jpeg,not_recaptured,1,0.9871408
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1349_1701005068_WC_22012035255086_2025-04-10R1042025113938.jpeg,not_recaptured,0,0.6909461
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1349_1701006043_WC_22012035228274_2025-04-10R1042025014228.jpeg,not_recaptured,1,0.9827193
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1349_1711003053_LD_22012034945585_2025-04-10R1042025062338.jpeg,not_recaptured,1,0.9912475
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\134_1710011024_WC_22012035249681_2025-04-10R1042025063132.jpeg,recaptured,0,0.23867649
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\134_1722002010_WC_22012035238057_2025-04-10R1042025061617.jpeg,recaptured,0,0.13529146
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\134_1731009047_AV_22012034655942_2025-04-10R1042025010137.jpeg,not_recaptured,1,0.91399515
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1350_1701003053_LD_22012034947506_2025-04-10R1042025061400.jpeg,not_recaptured,1,0.9868587
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1350_1701005068_WC_22012035255086_2025-04-10R1042025113943.jpeg,not_recaptured,0,0.6011909
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1350_1701006043_WC_22012035228274_2025-04-10R1042025014237.jpeg,not_recaptured,1,0.9969891
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1351_1701003053_LD_22012034947506_2025-04-10R1042025061405.jpeg,not_recaptured,1,0.9943199
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1351_1701005068_WC_22012035255086_2025-04-10R1042025113949.jpeg,recaptured,0,0.27624792
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1351_1711003053_LD_22012034945585_2025-04-10R1042025062351.jpeg,not_recaptured,1,0.9770835
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1351_1711006031_LD_22012034946415_2025-04-10R1042025114934.jpeg,not_recaptured,1,0.9940019
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1351_1722003009_WC_22012035130410_2025-04-10R1042025111323.jpeg,not_recaptured,1,0.85597545
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1352_1701003053_LD_22012034947506_2025-04-10R1042025061418.jpeg,not_recaptured,1,0.99656916
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1352_1701005068_WC_22012035255086_2025-04-10R1042025113954.jpeg,recaptured,0,0.2657345
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1352_1711006031_LD_22012034946415_2025-04-10R1042025115019.jpeg,not_recaptured,1,0.9891806
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1352_1722013014_DP_22012034565190_2025-04-10R1042025052427.jpeg,not_recaptured,1,0.9919485
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1353_1701003053_LD_22012034947506_2025-04-10R1042025061422.jpeg,not_recaptured,1,0.99518883
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1353_1701005068_WC_22012035255086_2025-04-10R1042025114001.jpeg,recaptured,0,0.48133382
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1354_1701005068_WC_22012035255087_2025-04-10R1042025114007.jpeg,recaptured,0,0.28520012
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1354_1711003053_LD_22012034945585_2025-04-10R1042025062419.jpeg,not_recaptured,1,0.991892
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1355_1701003053_LD_22012034947506_2025-04-10R1042025061442.jpeg,not_recaptured,1,0.99645907
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1355_1701005068_WC_22012035255087_2025-04-10R1042025114012.jpeg,not_recaptured,0,0.7391249
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1355_1711006031_LD_22012034946415_2025-04-10R1042025115100.jpeg,not_recaptured,1,0.98925006
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1356_1701003053_LD_22012034947506_2025-04-10R1042025061446.jpeg,not_recaptured,1,0.9971601
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1356_1701005068_WC_22012035255087_2025-04-10R1042025114017.jpeg,not_recaptured,0,0.6471992
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1356_1711006031_LD_22012034946415_2025-04-10R1042025115221.jpeg,not_recaptured,1,0.9912621
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1356_1727002009_WC_22012035225513_2025-04-10R1042025090338.jpeg,not_recaptured,1,0.9538951
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1357_1701003053_LD_22012034947506_2025-04-10R1042025061451.jpeg,not_recaptured,1,0.990917
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1357_1701005068_WC_22012035255087_2025-04-10R1042025114022.jpeg,not_recaptured,1,0.9773253
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1357_1711006031_LD_22012034946415_2025-04-10R1042025115552.jpeg,not_recaptured,1,0.9833519
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1358_1701005068_WC_22012035255087_2025-04-10R1042025114027.jpeg,recaptured,0,0.25792432
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1358_1711006031_LD_22012034946415_2025-04-10R1042025115531.jpeg,not_recaptured,1,0.9949561
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1359_1701005068_WC_22012035255087_2025-04-10R1042025114037.jpeg,recaptured,0,0.41708133
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1359_1711006031_LD_22012034946415_2025-04-10R1042025115500.jpeg,not_recaptured,1,0.98914975
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\135_1710009027_WC_22012035199150_2025-04-10R1042025054435.jpeg,not_recaptured,1,0.9714002
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\135_1710009027_WC_22012035199150_2025-04-10R1042025113736.jpeg,not_recaptured,1,0.998417
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\135_1722002010_WC_22012035238057_2025-04-10R1042025061624.jpeg,recaptured,0,0.407439
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1360_1701005068_WC_22012035255087_2025-04-10R1042025114042.jpeg,not_recaptured,1,0.8769951
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1361_1701005068_WC_22012035255087_2025-04-10R1042025114101.jpeg,recaptured,0,0.13020156
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1361_1711006031_LD_22012034946735_2025-04-10R1042025115814.jpeg,not_recaptured,1,0.9949157
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1361_1722003014_WC_22012035252139_2025-04-10R1042025102333.jpeg,not_recaptured,0,0.78575456
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\1362_1701005068_WC_22012035255087_2025-04-10R1042025114106.jpeg,recaptured,0,0.27822962
