Image,Class,Recaptured_Probability,Flag
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10083_1610006003_LD_671455_2025-02-22R2222025095813.jpeg,clear,-5.486410617828369,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10083_2007007009_IC_57941_2025-02-19R1922025102906.jpeg,clear,-2.7186291217803955,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10083_2007007009_IC_57941_2025-02-20R2022025015546.jpeg,clear,-4.442091941833496,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10083_2007007009_IC_57941_2025-02-21R2122025045546.jpeg,clear,-3.9437551498413086,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10084_1310003122_LD_8000109881_2025-02-19R1922025104409.jpeg,clear,-5.462116241455078,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10084_1310003122_LD_8000109881_2025-02-20R2022025112201.jpeg,clear,-5.407863140106201,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10084_1310003122_LD_8000109881_2025-02-21R2122025091704.jpeg,clear,-3.479433536529541,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10084_1310003122_LD_8000109881_2025-02-22R2222025093521.jpeg,clear,-5.7944655418396,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10084_1310003122_LD_8000109881_2025-02-23R2322025095057.jpeg,clear,-5.049186706542969,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10084_1310003122_LD_8000109881_2025-02-24R2422025094158.jpeg,clear,-6.001194000244141,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10084_1310003122_LD_8000109881_2025-02-26R2622025043538.jpeg,clear,-6.247575283050537,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10084_1310003122_LD_8000109881_2025-02-27R2722025110803.jpeg,clear,-5.234221458435059,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10084_1310003122_LD_8000109881_2025-02-28R2822025044230.jpeg,clear,-4.007436275482178,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10084_1310003122_LD_8000109881_2025-03-01R132025094259.jpeg,clear,-5.350811958312988,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10084_1310003122_LD_8000109881_2025-03-02R232025033650.jpeg,clear,-5.1870574951171875,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10084_1310003122_LD_8000109881_2025-03-03R332025101500.jpeg,clear,-4.925708770751953,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10084_1610006003_LD_671455_2025-02-19R1922025094531.jpeg,clear,-4.273587226867676,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10084_1610006003_LD_671455_2025-02-20R2022025094516.jpeg,clear,-3.787914752960205,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10084_1610006003_LD_671455_2025-02-21R2122025094425.jpeg,clear,-4.9607744216918945,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10084_1610006003_LD_671455_2025-02-22R2222025095823.jpeg,clear,-5.330979824066162,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10084_2007007009_IC_57941_2025-02-19R1922025102914.jpeg,clear,-3.783290147781372,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10084_2007007009_IC_57941_2025-02-20R2022025015554.jpeg,clear,-4.078887462615967,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10084_2007007009_IC_57941_2025-02-21R2122025045552.jpeg,clear,-3.18280291557312,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10084_2104005062_RC_83681_2025-02-26R2622025083813.jpeg,clear,-6.467191219329834,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10084_2104005062_RC_83681_2025-02-27R2722025083539.jpeg,clear,-6.3372650146484375,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10084_2104005062_RC_83681_2025-02-28R2822025083627.jpeg,clear,-5.625486850738525,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10084_2104005062_RC_83681_2025-03-01R132025083356.jpeg,clear,-5.570967197418213,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10084_2104005062_RC_83681_2025-03-02R232025083508.jpeg,clear,-5.941174030303955,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10084_2104005062_RC_83681_2025-03-03R332025083358.jpeg,clear,-5.175644397735596,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10084_2104005062_RC_83681_2025-03-04R432025083356.jpeg,clear,-6.105120658874512,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10084_2104005062_RC_83681_2025-03-05R532025083401.jpeg,clear,-5.999365329742432,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10084_2104005062_RC_83681_2025-03-06R632025083524.jpeg,clear,-5.565974235534668,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10084_2104005062_RC_83681_2025-03-07R732025083438.jpeg,clear,-6.050955772399902,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10084_2104005062_RC_83681_2025-03-08R832025083531.jpeg,clear,-4.936513423919678,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10084_2104005062_RC_83681_2025-03-09R932025083435.jpeg,clear,-5.9371843338012695,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10084_2104005062_RC_83681_2025-03-10R1032025083352.jpeg,clear,-6.7872772216796875,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10085_1304011504_RC_8000212419_2025-03-04R432025102920.jpeg,clear,-5.871096134185791,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10085_1304011504_RC_8000212419_2025-03-05R532025102133.jpeg,clear,-5.8084797859191895,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10085_1304011504_RC_8000212419_2025-03-06R632025101003.jpeg,clear,-5.4127278327941895,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10085_1304011504_RC_8000212419_2025-03-07R732025101840.jpeg,clear,-5.989482879638672,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10085_1304011504_RC_8000212419_2025-03-08R832025100331.jpeg,clear,-6.2609381675720215,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10085_1304011504_RC_8000212419_2025-03-10R1032025101451.jpeg,clear,-3.2040395736694336,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10085_1304014714_IC_8000059705_2025-02-19R1922025104149.jpeg,clear,-3.4754316806793213,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10085_1304014714_IC_8000059705_2025-02-20R2022025114003.jpeg,clear,-6.280762672424316,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10085_1304014714_IC_8000059705_2025-02-21R2122025111254.jpeg,clear,-4.795311450958252,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10085_1304014714_IC_8000059705_2025-02-21R2122025111302.jpeg,clear,-4.795311450958252,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10085_1304014714_IC_8000059705_2025-02-21R2122025111308.jpeg,clear,-4.795311450958252,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10085_1304014714_IC_8000059705_2025-02-21R2122025111312.jpeg,clear,-4.795311450958252,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10085_1304014714_IC_8000059705_2025-02-24R2422025095906.jpeg,clear,-4.308091640472412,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10085_1310003122_RC_8000144240_2025-02-19R1922025101053.jpeg,clear,-6.012388229370117,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10085_1310003122_RC_8000144240_2025-02-20R2022025010519.jpeg,clear,-5.780365943908691,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10085_1310003122_RC_8000144240_2025-02-21R2122025103312.jpeg,clear,-6.112737655639648,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10085_1310003122_RC_8000144240_2025-02-26R2622025103332.jpeg,clear,-4.201152801513672,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10085_1610006003_LD_671455_2025-02-19R1922025094550.jpeg,clear,-4.811405181884766,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10085_1610006003_LD_671455_2025-02-20R2022025094531.jpeg,clear,-3.412876844406128,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10085_1610006003_LD_671455_2025-02-21R2122025094439.jpeg,clear,-6.127547740936279,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10085_1610006003_LD_671455_2025-02-22R2222025095832.jpeg,clear,-5.970535755157471,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10085_2007007009_IC_57941_2025-02-19R1922025102923.jpeg,clear,-4.78438663482666,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10085_2007007009_IC_57941_2025-02-20R2022025015603.jpeg,clear,-4.811310768127441,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10085_2007007009_IC_57941_2025-02-21R2122025045559.jpeg,clear,-5.499415397644043,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10085_2104005062_RC_83681_2025-02-26R2622025083830.jpeg,clear,-6.802525043487549,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10085_2104005062_RC_83681_2025-02-27R2722025083559.jpeg,clear,-5.458824157714844,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10085_2104005062_RC_83681_2025-02-28R2822025083719.jpeg,clear,-6.24972677230835,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10085_2104005062_RC_83681_2025-03-01R132025083409.jpeg,clear,-5.8315324783325195,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10085_2104005062_RC_83681_2025-03-02R232025083529.jpeg,clear,-5.726043224334717,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10085_2104005062_RC_83681_2025-03-03R332025083415.jpeg,clear,-5.084722518920898,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10085_2104005062_RC_83681_2025-03-04R432025083417.jpeg,clear,-5.625099182128906,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10085_2104005062_RC_83681_2025-03-05R532025083419.jpeg,clear,-5.945920944213867,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10085_2104005062_RC_83681_2025-03-06R632025083538.jpeg,clear,-4.801077842712402,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10085_2104005062_RC_83681_2025-03-07R732025083453.jpeg,clear,-4.6554341316223145,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10085_2104005062_RC_83681_2025-03-08R832025083551.jpeg,clear,-6.268694877624512,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10085_2104005062_RC_83681_2025-03-09R932025083450.jpeg,clear,-5.813376426696777,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10085_2104005062_RC_83681_2025-03-10R1032025083409.jpeg,clear,-6.310009002685547,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10086_1304014714_IC_8000059705_2025-02-19R1922025104156.jpeg,clear,-3.3735549449920654,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10086_1304014714_IC_8000059705_2025-02-20R2022025114017.jpeg,clear,-5.229044437408447,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10086_1304014714_IC_8000059705_2025-02-21R2122025111320.jpeg,clear,-5.578291416168213,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10086_1304014714_IC_8000059705_2025-02-24R2422025095914.jpeg,clear,-4.506905555725098,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10086_1610006003_LD_671455_2025-02-19R1922025094600.jpeg,clear,-5.0630340576171875,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10086_1610006003_LD_671455_2025-02-20R2022025094541.jpeg,clear,-4.977519512176514,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10086_1610006003_LD_671455_2025-02-21R2122025094455.jpeg,clear,-4.590679168701172,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10086_1610006003_LD_671455_2025-02-22R2222025095846.jpeg,clear,-5.726503372192383,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10086_2007007009_IC_57941_2025-02-19R1922025102931.jpeg,clear,-5.468367099761963,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10086_2007007009_IC_57941_2025-02-20R2022025015610.jpeg,clear,-4.938427448272705,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10086_2007007009_IC_57941_2025-02-21R2122025045606.jpeg,clear,-3.9480605125427246,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10086_2104005062_RC_83681_2025-02-26R2622025083848.jpeg,clear,-6.819746971130371,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10086_2104005062_RC_83681_2025-02-27R2722025083618.jpeg,clear,-6.323965549468994,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10086_2104005062_RC_83681_2025-02-28R2822025083758.jpeg,clear,-6.5630669593811035,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10086_2104005062_RC_83681_2025-03-01R132025083427.jpeg,clear,-5.570198059082031,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10086_2104005062_RC_83681_2025-03-02R232025083550.jpeg,clear,-6.1226396560668945,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10086_2104005062_RC_83681_2025-03-03R332025083431.jpeg,clear,-5.99009895324707,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10086_2104005062_RC_83681_2025-03-04R432025083437.jpeg,clear,-5.684070587158203,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10086_2104005062_RC_83681_2025-03-05R532025083435.jpeg,clear,-5.2412214279174805,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10086_2104005062_RC_83681_2025-03-06R632025083552.jpeg,clear,-4.746875286102295,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10086_2104005062_RC_83681_2025-03-07R732025083506.jpeg,clear,-4.8494672775268555,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10086_2104005062_RC_83681_2025-03-08R832025083609.jpeg,clear,-4.92627477645874,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10086_2104005062_RC_83681_2025-03-09R932025083505.jpeg,clear,-6.205470561981201,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10086_2104005062_RC_83681_2025-03-10R1032025083432.jpeg,clear,-6.460988998413086,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10087_1304014714_IC_8000059705_2025-02-19R1922025104205.jpeg,clear,-4.674891948699951,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10087_1304014714_IC_8000059705_2025-02-20R2022025114027.jpeg,clear,-6.041752815246582,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10087_1304014714_IC_8000059705_2025-02-21R2122025111330.jpeg,clear,-5.365546703338623,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10087_1304014714_IC_8000059705_2025-02-24R2422025095923.jpeg,clear,-3.2588717937469482,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10087_1306003080_RC_8000196178_2025-02-21R2122025103721.jpeg,clear,-5.967845916748047,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10087_1306003080_RC_8000196178_2025-02-22R2222025105843.jpeg,clear,-6.185155391693115,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10087_1306003080_RC_8000196178_2025-02-23R2322025094157.jpeg,clear,-5.591671943664551,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10087_1306003080_RC_8000196178_2025-02-24R2422025110310.jpeg,clear,-3.0803418159484863,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10087_1306003080_RC_8000196178_2025-02-25R2522025101733.jpeg,clear,-4.886457443237305,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10087_1310002037_RC_8000201430_2025-02-19R1922025061201.jpeg,clear,-6.369389057159424,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10087_1310002037_RC_8000201430_2025-02-22R2222025085550.jpeg,clear,-5.589775562286377,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10087_1310002037_RC_8000201430_2025-02-23R2322025054111.jpeg,clear,-5.0508646965026855,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10087_1310002037_RC_8000201430_2025-02-24R2422025051825.jpeg,clear,-5.623362064361572,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10087_1310002037_RC_8000201430_2025-02-25R2522025053320.jpeg,clear,-5.619837284088135,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10087_1310002037_RC_8000201430_2025-02-27R2722025042849.jpeg,clear,-4.730677127838135,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10087_1310002037_RC_8000201430_2025-02-28R2822025055217.jpeg,clear,-2.268895387649536,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10087_1605004002_FP_414633_2025-02-19R1922025091422.jpeg,clear,-4.882204055786133,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10087_1605004002_FP_414633_2025-02-20R2022025091319.jpeg,clear,-2.7667999267578125,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10087_1610006003_LD_669066_2025-02-19R1922025094545.jpeg,clear,-5.693968296051025,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10087_1610006003_LD_669066_2025-02-20R2022025093810.jpeg,clear,-5.829495906829834,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10087_1610006003_LD_669066_2025-02-21R2122025093329.jpeg,clear,-4.600790500640869,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10087_1610006003_LD_669066_2025-02-22R2222025093944.jpeg,clear,-5.514493465423584,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10087_2007007009_IC_57941_2025-02-19R1922025102940.jpeg,clear,-4.864069938659668,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10087_2007007009_IC_57941_2025-02-20R2022025015617.jpeg,clear,-4.60196590423584,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10087_2007007009_IC_57941_2025-02-21R2122025045614.jpeg,clear,-2.5060553550720215,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10087_2104005062_RC_83681_2025-02-26R2622025083907.jpeg,clear,-6.750595569610596,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10087_2104005062_RC_83681_2025-02-27R2722025083636.jpeg,clear,-5.937096118927002,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10087_2104005062_RC_83681_2025-02-28R2822025083909.jpeg,clear,-5.794186592102051,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10087_2104005062_RC_83681_2025-03-01R132025083446.jpeg,clear,-6.520037651062012,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10087_2104005062_RC_83681_2025-03-02R232025083607.jpeg,clear,-5.785540580749512,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10087_2104005062_RC_83681_2025-03-03R332025083445.jpeg,clear,-6.273205757141113,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10087_2104005062_RC_83681_2025-03-04R432025083454.jpeg,clear,-6.027884006500244,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10087_2104005062_RC_83681_2025-03-05R532025083449.jpeg,clear,-5.955568313598633,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10087_2104005062_RC_83681_2025-03-06R632025083607.jpeg,clear,-5.681790351867676,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10087_2104005062_RC_83681_2025-03-07R732025083523.jpeg,clear,-5.434205055236816,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10087_2104005062_RC_83681_2025-03-08R832025083630.jpeg,clear,-5.888546943664551,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10087_2104005062_RC_83681_2025-03-09R932025083521.jpeg,clear,-5.723523139953613,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10087_2104005062_RC_83681_2025-03-10R1032025083446.jpeg,clear,-6.5031609535217285,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10088_1304011504_FP_8000125457_2025-03-02R232025111709.jpeg,clear,-5.1636810302734375,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10088_1304011504_FP_8000125457_2025-03-04R432025115221.jpeg,clear,-5.046932697296143,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10088_1304011504_FP_8000125457_2025-03-05R532025095513.jpeg,clear,-3.960589647293091,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10088_1304011504_FP_8000125457_2025-03-06R632025125305.jpeg,clear,-4.417036056518555,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10088_1304011504_FP_8000125457_2025-03-07R732025104508.jpeg,clear,-5.440828323364258,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10088_1304011504_FP_8000125457_2025-03-08R832025105558.jpeg,clear,-5.147214889526367,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10088_1304011504_FP_8000125457_2025-03-09R932025105420.jpeg,clear,-5.451737403869629,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10088_1304011504_FP_8000125457_2025-03-10R1032025094042.jpeg,clear,-6.651759624481201,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10088_1605004002_FP_414633_2025-02-19R1922025091435.jpeg,clear,-4.77509880065918,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10088_1605004002_FP_414633_2025-02-20R2022025091341.jpeg,clear,-1.7702323198318481,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10088_1610006003_LD_669066_2025-02-19R1922025094554.jpeg,clear,-5.079805850982666,
